SettlementDate,Time,Demand
2/4/2022,0:30:00,25563
2/4/2022,0:35:00,26030
2/4/2022,0:40:00,26107
2/4/2022,0:45:00,26248
2/4/2022,0:50:00,26252
2/4/2022,0:55:00,26168
2/4/2022,1:00:00,26230
2/4/2022,1:05:00,26288
2/4/2022,1:10:00,26187
2/4/2022,1:15:00,26018
2/4/2022,1:20:00,25810
2/4/2022,1:25:00,25754
2/4/2022,1:30:00,25686
2/4/2022,1:35:00,25750
2/4/2022,1:40:00,25832
2/4/2022,1:45:00,25833
2/4/2022,1:50:00,25723
2/4/2022,1:55:00,25561
2/4/2022,2:00:00,25424
2/4/2022,2:05:00,25354
2/4/2022,2:10:00,25227
2/4/2022,2:15:00,24976
2/4/2022,2:20:00,24764
2/4/2022,2:25:00,24683
2/4/2022,2:30:00,24762
2/4/2022,2:35:00,24965
2/4/2022,2:40:00,24968
2/4/2022,2:45:00,24949
2/4/2022,2:50:00,24997
2/4/2022,2:55:00,24934
2/4/2022,3:00:00,24953
2/4/2022,3:05:00,25077
2/4/2022,3:10:00,25159
2/4/2022,3:15:00,25244
2/4/2022,3:20:00,25311
2/4/2022,3:25:00,25269
2/4/2022,3:30:00,25132
2/4/2022,3:35:00,24967
2/4/2022,3:40:00,24819
2/4/2022,3:45:00,24627
2/4/2022,3:50:00,24474
2/4/2022,3:55:00,24422
2/4/2022,4:00:00,24346
2/4/2022,4:05:00,24411
2/4/2022,4:10:00,24412
2/4/2022,4:15:00,24489
2/4/2022,4:20:00,24518
2/4/2022,4:25:00,24774
2/4/2022,4:30:00,24859
2/4/2022,4:35:00,24957
2/4/2022,4:40:00,25045
2/4/2022,4:45:00,25191
2/4/2022,4:50:00,25145
2/4/2022,4:55:00,24878
2/4/2022,5:00:00,24829
2/4/2022,5:05:00,24876
2/4/2022,5:10:00,25065
2/4/2022,5:15:00,25077
2/4/2022,5:20:00,25303
2/4/2022,5:25:00,25587
2/4/2022,5:30:00,25727
2/4/2022,5:35:00,25980
2/4/2022,5:40:00,26284
2/4/2022,5:45:00,26505
2/4/2022,5:50:00,26690
2/4/2022,5:55:00,26984
2/4/2022,6:00:00,27329
2/4/2022,6:05:00,28032
2/4/2022,6:10:00,28708
2/4/2022,6:15:00,29183
2/4/2022,6:20:00,29656
2/4/2022,6:25:00,30071
2/4/2022,6:30:00,30236
2/4/2022,6:35:00,30646
2/4/2022,6:40:00,31124
2/4/2022,6:45:00,31590
2/4/2022,6:50:00,32006
2/4/2022,6:55:00,32328
2/4/2022,7:00:00,32538
2/4/2022,7:05:00,32639
2/4/2022,7:10:00,33023
2/4/2022,7:15:00,33623
2/4/2022,7:20:00,33977
2/4/2022,7:25:00,34404
2/4/2022,7:30:00,34631
2/4/2022,7:35:00,34738
2/4/2022,7:40:00,34927
2/4/2022,7:45:00,35232
2/4/2022,7:50:00,35573
2/4/2022,7:55:00,35645
2/4/2022,8:00:00,35971
2/4/2022,8:05:00,36424
2/4/2022,8:10:00,36893
2/4/2022,8:15:00,37181
2/4/2022,8:20:00,37268
2/4/2022,8:25:00,37428
2/4/2022,8:30:00,37544
2/4/2022,8:35:00,37677
2/4/2022,8:40:00,37575
2/4/2022,8:45:00,37484
2/4/2022,8:50:00,37594
2/4/2022,8:55:00,37662
2/4/2022,9:00:00,37968
2/4/2022,9:05:00,38131
2/4/2022,9:10:00,38091
2/4/2022,9:15:00,38156
2/4/2022,9:20:00,38185
2/4/2022,9:25:00,38159
2/4/2022,9:30:00,38128
2/4/2022,9:35:00,37902
2/4/2022,9:40:00,37852
2/4/2022,9:45:00,37727
2/4/2022,9:50:00,37673
2/4/2022,9:55:00,37449
2/4/2022,10:00:00,37248
2/4/2022,10:05:00,36883
2/4/2022,10:10:00,36775
2/4/2022,10:15:00,36678
2/4/2022,10:20:00,36659
2/4/2022,10:25:00,36571
2/4/2022,10:30:00,36571
2/4/2022,10:35:00,36319
2/4/2022,10:40:00,36269
2/4/2022,10:45:00,36012
2/4/2022,10:50:00,35943
2/4/2022,10:55:00,35717
2/4/2022,11:00:00,35353
2/4/2022,11:05:00,34884
2/4/2022,11:10:00,34883
2/4/2022,11:15:00,34869
2/4/2022,11:20:00,34721
2/4/2022,11:25:00,34605
2/4/2022,11:30:00,34467
2/4/2022,11:35:00,34309
2/4/2022,11:40:00,34409
2/4/2022,11:45:00,34605
2/4/2022,11:50:00,34297
2/4/2022,11:55:00,34081
2/4/2022,12:00:00,34079
2/4/2022,12:05:00,34139
2/4/2022,12:10:00,34251
2/4/2022,12:15:00,34105
2/4/2022,12:20:00,34055
2/4/2022,12:25:00,33953
2/4/2022,12:30:00,33814
2/4/2022,12:35:00,33764
2/4/2022,12:40:00,33827
2/4/2022,12:45:00,33786
2/4/2022,12:50:00,33531
2/4/2022,12:55:00,33483
2/4/2022,13:00:00,33770
2/4/2022,13:05:00,34572
2/4/2022,13:10:00,34928
2/4/2022,13:15:00,34894
2/4/2022,13:20:00,35010
2/4/2022,13:25:00,34956
2/4/2022,13:30:00,34785
2/4/2022,13:35:00,34714
2/4/2022,13:40:00,34671
2/4/2022,13:45:00,34735
2/4/2022,13:50:00,34697
2/4/2022,13:55:00,34741
2/4/2022,14:00:00,34628
2/4/2022,14:05:00,34323
2/4/2022,14:10:00,34331
2/4/2022,14:15:00,34317
2/4/2022,14:20:00,34251
2/4/2022,14:25:00,34400
2/4/2022,14:30:00,34414
2/4/2022,14:35:00,34461
2/4/2022,14:40:00,34531
2/4/2022,14:45:00,34601
2/4/2022,14:50:00,34697
2/4/2022,14:55:00,34715
2/4/2022,15:00:00,34585
2/4/2022,15:05:00,34127
2/4/2022,15:10:00,33903
2/4/2022,15:15:00,33928
2/4/2022,15:20:00,33890
2/4/2022,15:25:00,34183
2/4/2022,15:30:00,34277
2/4/2022,15:35:00,34534
2/4/2022,15:40:00,34837
2/4/2022,15:45:00,35047
2/4/2022,15:50:00,35454
2/4/2022,15:55:00,35710
2/4/2022,16:00:00,35883
2/4/2022,16:05:00,36199
2/4/2022,16:10:00,36437
2/4/2022,16:15:00,36502
2/4/2022,16:20:00,36670
2/4/2022,16:25:00,37005
2/4/2022,16:30:00,37138
2/4/2022,16:35:00,37523
2/4/2022,16:40:00,37736
2/4/2022,16:45:00,37985
2/4/2022,16:50:00,38271
2/4/2022,16:55:00,38509
2/4/2022,17:00:00,38663
2/4/2022,17:05:00,39121
2/4/2022,17:10:00,39505
2/4/2022,17:15:00,39993
2/4/2022,17:20:00,40350
2/4/2022,17:25:00,40821
2/4/2022,17:30:00,41121
2/4/2022,17:35:00,41473
2/4/2022,17:40:00,41564
2/4/2022,17:45:00,41475
2/4/2022,17:50:00,41392
2/4/2022,17:55:00,41361
2/4/2022,18:00:00,41381
2/4/2022,18:05:00,41414
2/4/2022,18:10:00,41297
2/4/2022,18:15:00,41176
2/4/2022,18:20:00,41093
2/4/2022,18:25:00,41033
2/4/2022,18:30:00,40878
2/4/2022,18:35:00,40714
2/4/2022,18:40:00,40743
2/4/2022,18:45:00,40471
2/4/2022,18:50:00,40283
2/4/2022,18:55:00,40050
2/4/2022,19:00:00,39860
2/4/2022,19:05:00,39786
2/4/2022,19:10:00,39350
2/4/2022,19:15:00,39015
2/4/2022,19:20:00,38797
2/4/2022,19:25:00,38547
2/4/2022,19:30:00,38363
2/4/2022,19:35:00,38336
2/4/2022,19:40:00,38306
2/4/2022,19:45:00,38059
2/4/2022,19:50:00,37930
2/4/2022,19:55:00,37722
2/4/2022,20:00:00,37404
2/4/2022,20:05:00,37286
2/4/2022,20:10:00,37085
2/4/2022,20:15:00,36939
2/4/2022,20:20:00,36405
2/4/2022,20:25:00,36273
2/4/2022,20:30:00,36012
2/4/2022,20:35:00,35939
2/4/2022,20:40:00,35725
2/4/2022,20:45:00,35479
2/4/2022,20:50:00,35253
2/4/2022,20:55:00,35242
2/4/2022,21:00:00,35031
2/4/2022,21:05:00,34570
2/4/2022,21:10:00,34222
2/4/2022,21:15:00,33887
2/4/2022,21:20:00,33263
2/4/2022,21:25:00,32850
2/4/2022,21:30:00,32693
2/4/2022,21:35:00,32506
2/4/2022,21:40:00,32383
2/4/2022,21:45:00,32204
2/4/2022,21:50:00,31956
2/4/2022,21:55:00,31740
2/4/2022,22:00:00,31707
2/4/2022,22:05:00,31750
2/4/2022,22:10:00,31452
2/4/2022,22:15:00,31053
2/4/2022,22:20:00,30605
2/4/2022,22:25:00,30527
2/4/2022,22:30:00,30281
2/4/2022,22:35:00,29915
2/4/2022,22:40:00,29758
2/4/2022,22:45:00,29487
2/4/2022,22:50:00,29376
2/4/2022,22:55:00,29247
2/4/2022,23:00:00,29071
2/4/2022,23:05:00,28791
2/4/2022,23:10:00,28283
2/4/2022,23:15:00,27773
2/4/2022,23:20:00,27489
2/4/2022,23:25:00,27244
2/4/2022,23:30:00,26952
2/4/2022,23:35:00,26794
2/4/2022,23:40:00,26699
2/4/2022,23:45:00,26596
2/4/2022,23:50:00,26373
2/4/2022,23:55:00,26230
2/5/2022,0:00:00,26055
2/5/2022,0:05:00,25800
2/5/2022,0:10:00,25799
2/5/2022,0:15:00,25734
2/5/2022,0:20:00,25669
2/5/2022,0:25:00,25624
2/5/2022,0:30:00,25625
2/5/2022,0:35:00,25942
2/5/2022,0:40:00,26266
2/5/2022,0:45:00,26286
2/5/2022,0:50:00,26160
2/5/2022,0:55:00,26139
2/5/2022,1:00:00,26072
2/5/2022,1:05:00,26236
2/5/2022,1:10:00,26241
2/5/2022,1:15:00,25970
2/5/2022,1:20:00,24632
2/5/2022,1:25:00,25902
2/5/2022,1:30:00,25803
2/5/2022,1:35:00,25822
2/5/2022,1:40:00,25871
2/5/2022,1:45:00,25848
2/5/2022,1:50:00,25771
2/5/2022,1:55:00,25865
2/5/2022,2:00:00,25994
2/5/2022,2:05:00,26252
2/5/2022,2:10:00,26367
2/5/2022,2:15:00,26461
2/5/2022,2:20:00,26561
2/5/2022,2:25:00,26607
2/5/2022,2:30:00,26632
2/5/2022,2:35:00,26585
2/5/2022,2:40:00,26182
2/5/2022,2:45:00,25967
2/5/2022,2:50:00,26243
2/5/2022,2:55:00,26462
2/5/2022,3:00:00,26459
2/5/2022,3:05:00,26436
2/5/2022,3:10:00,26414
2/5/2022,3:15:00,26361
2/5/2022,3:20:00,26464
2/5/2022,3:25:00,26407
2/5/2022,3:30:00,26394
2/5/2022,3:35:00,26383
2/5/2022,3:40:00,26296
2/5/2022,3:45:00,26082
2/5/2022,3:50:00,25899
2/5/2022,3:55:00,25743
2/5/2022,4:00:00,25662
2/5/2022,4:05:00,25437
2/5/2022,4:10:00,25336
2/5/2022,4:15:00,25257
2/5/2022,4:20:00,25194
2/5/2022,4:25:00,25159
2/5/2022,4:30:00,25172
2/5/2022,4:35:00,25166
2/5/2022,4:40:00,25109
2/5/2022,4:45:00,25088
2/5/2022,4:50:00,25222
2/5/2022,4:55:00,25256
2/5/2022,5:00:00,25210
2/5/2022,5:05:00,25226
2/5/2022,5:10:00,25322
2/5/2022,5:15:00,25378
2/5/2022,5:20:00,25408
2/5/2022,5:25:00,25393
2/5/2022,5:30:00,25387
2/5/2022,5:35:00,25443
2/5/2022,5:40:00,25503
2/5/2022,5:45:00,25578
2/5/2022,5:50:00,25655
2/5/2022,5:55:00,25594
2/5/2022,6:00:00,25507
2/5/2022,6:05:00,25737
2/5/2022,6:10:00,26040
2/5/2022,6:15:00,26105
2/5/2022,6:20:00,26291
2/5/2022,6:25:00,26416
2/5/2022,6:30:00,26523
2/5/2022,6:35:00,26731
2/5/2022,6:40:00,27072
2/5/2022,6:45:00,27200
2/5/2022,6:50:00,27340
2/5/2022,6:55:00,27522
2/5/2022,7:00:00,27623
2/5/2022,7:05:00,27723
2/5/2022,7:10:00,28046
2/5/2022,7:15:00,28284
2/5/2022,7:20:00,28451
2/5/2022,7:25:00,28635
2/5/2022,7:30:00,28816
2/5/2022,7:35:00,28786
2/5/2022,7:40:00,28945
2/5/2022,7:45:00,29168
2/5/2022,7:50:00,29369
2/5/2022,7:55:00,29609
2/5/2022,8:00:00,29508
2/5/2022,8:05:00,29061
2/5/2022,8:10:00,29245
2/5/2022,8:15:00,29512
2/5/2022,8:20:00,29777
2/5/2022,8:25:00,29963
2/5/2022,8:30:00,30047
2/5/2022,8:35:00,30078
2/5/2022,8:40:00,30111
2/5/2022,8:45:00,30288
2/5/2022,8:50:00,30432
2/5/2022,8:55:00,30654
2/5/2022,9:00:00,30943
2/5/2022,9:05:00,31140
2/5/2022,9:10:00,31280
2/5/2022,9:15:00,31422
2/5/2022,9:20:00,31401
2/5/2022,9:25:00,31455
2/5/2022,9:30:00,31435
2/5/2022,9:35:00,31380
2/5/2022,9:40:00,31379
2/5/2022,9:45:00,31383
2/5/2022,9:50:00,31396
2/5/2022,9:55:00,31386
2/5/2022,10:00:00,31337
2/5/2022,10:05:00,31170
2/5/2022,10:10:00,31144
2/5/2022,10:15:00,31130
2/5/2022,10:20:00,31057
2/5/2022,10:25:00,31036
2/5/2022,10:30:00,31002
2/5/2022,10:35:00,30945
2/5/2022,10:40:00,30813
2/5/2022,10:45:00,30846
2/5/2022,10:50:00,30836
2/5/2022,10:55:00,30945
2/5/2022,11:00:00,30673
2/5/2022,11:05:00,30733
2/5/2022,11:10:00,30643
2/5/2022,11:15:00,30536
2/5/2022,11:20:00,30482
2/5/2022,11:25:00,30543
2/5/2022,11:30:00,30483
2/5/2022,11:35:00,30617
2/5/2022,11:40:00,30571
2/5/2022,11:45:00,30552
2/5/2022,11:50:00,30425
2/5/2022,11:55:00,30459
2/5/2022,12:00:00,30451
2/5/2022,12:05:00,30536
2/5/2022,12:10:00,30788
2/5/2022,12:15:00,30876
2/5/2022,12:20:00,30924
2/5/2022,12:25:00,30917
2/5/2022,12:30:00,30882
2/5/2022,12:35:00,30953
2/5/2022,12:40:00,30857
2/5/2022,12:45:00,30817
2/5/2022,12:50:00,30755
2/5/2022,12:55:00,30784
2/5/2022,13:00:00,30723
2/5/2022,13:05:00,30630
2/5/2022,13:10:00,30691
2/5/2022,13:15:00,30839
2/5/2022,13:20:00,30885
2/5/2022,13:25:00,30978
2/5/2022,13:30:00,30936
2/5/2022,13:35:00,30980
2/5/2022,13:40:00,30980
2/5/2022,13:45:00,30966
2/5/2022,13:50:00,30840
2/5/2022,13:55:00,30847
2/5/2022,14:00:00,30832
2/5/2022,14:05:00,30946
2/5/2022,14:10:00,30955
2/5/2022,14:15:00,30896
2/5/2022,14:20:00,30804
2/5/2022,14:25:00,30787
2/5/2022,14:30:00,30785
2/5/2022,14:35:00,30791
2/5/2022,14:40:00,30824
2/5/2022,14:45:00,30853
2/5/2022,14:50:00,31018
2/5/2022,14:55:00,31098
2/5/2022,15:00:00,31228
2/5/2022,15:05:00,31719
2/5/2022,15:10:00,31646
2/5/2022,15:15:00,31602
2/5/2022,15:20:00,31571
2/5/2022,15:25:00,31663
2/5/2022,15:30:00,31733
2/5/2022,15:35:00,31780
2/5/2022,15:40:00,31868
2/5/2022,15:45:00,31967
2/5/2022,15:50:00,32140
2/5/2022,15:55:00,32294
2/5/2022,16:00:00,32239
2/5/2022,16:05:00,32651
2/5/2022,16:10:00,32726
2/5/2022,16:15:00,32847
2/5/2022,16:20:00,33118
2/5/2022,16:25:00,33269
2/5/2022,16:30:00,33578
2/5/2022,16:35:00,33911
2/5/2022,16:40:00,34070
2/5/2022,16:45:00,34348
2/5/2022,16:50:00,34709
2/5/2022,16:55:00,35025
2/5/2022,17:00:00,35296
2/5/2022,17:05:00,35801
2/5/2022,17:10:00,36130
2/5/2022,17:15:00,36418
2/5/2022,17:20:00,36526
2/5/2022,17:25:00,36719
2/5/2022,17:30:00,36703
2/5/2022,17:35:00,36867
2/5/2022,17:40:00,37055
2/5/2022,17:45:00,37095
2/5/2022,17:50:00,37118
2/5/2022,17:55:00,37044
2/5/2022,18:00:00,36998
2/5/2022,18:05:00,36941
2/5/2022,18:10:00,36813
2/5/2022,18:15:00,36649
2/5/2022,18:20:00,36501
2/5/2022,18:25:00,36332
2/5/2022,18:30:00,36167
2/5/2022,18:35:00,35950
2/5/2022,18:40:00,36073
2/5/2022,18:45:00,35726
2/5/2022,18:50:00,35741
2/5/2022,18:55:00,35715
2/5/2022,19:00:00,35622
2/5/2022,19:05:00,35468
2/5/2022,19:10:00,35257
2/5/2022,19:15:00,35142
2/5/2022,19:20:00,35001
2/5/2022,19:25:00,34646
2/5/2022,19:30:00,34297
2/5/2022,19:35:00,34043
2/5/2022,19:40:00,33910
2/5/2022,19:45:00,33577
2/5/2022,19:50:00,33429
2/5/2022,19:55:00,33228
2/5/2022,20:00:00,32762
2/5/2022,20:05:00,32514
2/5/2022,20:10:00,32389
2/5/2022,20:15:00,32237
2/5/2022,20:20:00,32035
2/5/2022,20:25:00,31837
2/5/2022,20:30:00,31660
2/5/2022,20:35:00,31253
2/5/2022,20:40:00,31140
2/5/2022,20:45:00,30992
2/5/2022,20:50:00,30846
2/5/2022,20:55:00,30685
2/5/2022,21:00:00,30617
2/5/2022,21:05:00,30326
2/5/2022,21:10:00,30042
2/5/2022,21:15:00,29835
2/5/2022,21:20:00,29702
2/5/2022,21:25:00,29491
2/5/2022,21:30:00,29320
2/5/2022,21:35:00,29282
2/5/2022,21:40:00,29228
2/5/2022,21:45:00,29122
2/5/2022,21:50:00,28965
2/5/2022,21:55:00,28796
2/5/2022,22:00:00,28291
2/5/2022,22:05:00,28372
2/5/2022,22:10:00,28607
2/5/2022,22:15:00,28351
2/5/2022,22:20:00,28163
2/5/2022,22:25:00,27876
2/5/2022,22:30:00,27679
2/5/2022,22:35:00,27599
2/5/2022,22:40:00,27514
2/5/2022,22:45:00,27224
2/5/2022,22:50:00,26979
2/5/2022,22:55:00,26772
2/5/2022,23:00:00,26808
2/5/2022,23:05:00,27157
2/5/2022,23:10:00,27301
2/5/2022,23:15:00,27331
2/5/2022,23:20:00,27239
2/5/2022,23:25:00,27077
2/5/2022,23:30:00,26859
2/5/2022,23:35:00,26585
2/5/2022,23:40:00,26484
2/5/2022,23:45:00,26371
2/5/2022,23:50:00,26254
2/5/2022,23:55:00,26002
2/6/2022,0:00:00,25987
2/6/2022,0:05:00,26279
2/6/2022,0:10:00,26248
2/6/2022,0:15:00,26202
2/6/2022,0:20:00,26275
2/6/2022,0:25:00,26231
2/6/2022,0:30:00,26204
2/6/2022,0:35:00,26678
2/6/2022,0:40:00,26836
2/6/2022,0:45:00,26893
2/6/2022,0:50:00,26837
2/6/2022,0:55:00,26736
2/6/2022,1:00:00,26626
2/6/2022,1:05:00,26472
2/6/2022,1:10:00,26371
2/6/2022,1:15:00,26278
2/6/2022,1:20:00,26206
2/6/2022,1:25:00,26161
2/6/2022,1:30:00,26111
2/6/2022,1:35:00,26064
2/6/2022,1:40:00,25910
2/6/2022,1:45:00,25848
2/6/2022,1:50:00,25861
2/6/2022,1:55:00,25788
2/6/2022,2:00:00,25682
2/6/2022,2:05:00,25782
2/6/2022,2:10:00,25806
2/6/2022,2:15:00,25819
2/6/2022,2:20:00,25873
2/6/2022,2:25:00,25862
2/6/2022,2:30:00,25789
2/6/2022,2:35:00,25725
2/6/2022,2:40:00,25602
2/6/2022,2:45:00,25545
2/6/2022,2:50:00,25607
2/6/2022,2:55:00,25451
2/6/2022,3:00:00,25428
2/6/2022,3:05:00,25491
2/6/2022,3:10:00,25553
2/6/2022,3:15:00,25405
2/6/2022,3:20:00,25306
2/6/2022,3:25:00,25318
2/6/2022,3:30:00,25275
2/6/2022,3:35:00,25140
2/6/2022,3:40:00,24962
2/6/2022,3:45:00,24893
2/6/2022,3:50:00,24909
2/6/2022,3:55:00,24868
2/6/2022,4:00:00,24821
2/6/2022,4:05:00,24964
2/6/2022,4:10:00,25059
2/6/2022,4:15:00,25045
2/6/2022,4:20:00,25000
2/6/2022,4:25:00,25001
2/6/2022,4:30:00,24970
2/6/2022,4:35:00,24998
2/6/2022,4:40:00,24955
2/6/2022,4:45:00,24910
2/6/2022,4:50:00,24781
2/6/2022,4:55:00,24858
2/6/2022,5:00:00,24783
2/6/2022,5:05:00,24585
2/6/2022,5:10:00,24663
2/6/2022,5:15:00,24705
2/6/2022,5:20:00,24682
2/6/2022,5:25:00,24699
2/6/2022,5:30:00,24737
2/6/2022,5:35:00,24703
2/6/2022,5:40:00,24641
2/6/2022,5:45:00,24627
2/6/2022,5:50:00,24680
2/6/2022,5:55:00,24841
2/6/2022,6:00:00,24901
2/6/2022,6:05:00,25233
2/6/2022,6:10:00,25354
2/6/2022,6:15:00,25408
2/6/2022,6:20:00,25436
2/6/2022,6:25:00,25439
2/6/2022,6:30:00,25403
2/6/2022,6:35:00,25349
2/6/2022,6:40:00,25522
2/6/2022,6:45:00,25595
2/6/2022,6:50:00,25590
2/6/2022,6:55:00,25664
2/6/2022,7:00:00,25594
2/6/2022,7:05:00,25761
2/6/2022,7:10:00,25944
2/6/2022,7:15:00,26032
2/6/2022,7:20:00,25962
2/6/2022,7:25:00,25937
2/6/2022,7:30:00,25958
2/6/2022,7:35:00,25902
2/6/2022,7:40:00,26009
2/6/2022,7:45:00,26010
2/6/2022,7:50:00,26065
2/6/2022,7:55:00,26254
2/6/2022,8:00:00,26452
2/6/2022,8:05:00,26617
2/6/2022,8:10:00,26871
2/6/2022,8:15:00,27149
2/6/2022,8:20:00,27479
2/6/2022,8:25:00,27450
2/6/2022,8:30:00,27425
2/6/2022,8:35:00,27632
2/6/2022,8:40:00,27910
2/6/2022,8:45:00,28243
2/6/2022,8:50:00,28342
2/6/2022,8:55:00,28503
2/6/2022,9:00:00,28192
2/6/2022,9:05:00,27533
2/6/2022,9:10:00,27721
2/6/2022,9:15:00,27924
2/6/2022,9:20:00,28085
2/6/2022,9:25:00,28289
2/6/2022,9:30:00,28306
2/6/2022,9:35:00,28773
2/6/2022,9:40:00,28865
2/6/2022,9:45:00,29035
2/6/2022,9:50:00,29126
2/6/2022,9:55:00,29090
2/6/2022,10:00:00,29203
2/6/2022,10:05:00,29310
2/6/2022,10:10:00,29391
2/6/2022,10:15:00,29285
2/6/2022,10:20:00,29361
2/6/2022,10:25:00,29487
2/6/2022,10:30:00,29801
2/6/2022,10:35:00,29655
2/6/2022,10:40:00,29769
2/6/2022,10:45:00,29820
2/6/2022,10:50:00,29865
2/6/2022,10:55:00,29764
2/6/2022,11:00:00,29686
2/6/2022,11:05:00,29695
2/6/2022,11:10:00,29822
2/6/2022,11:15:00,29790
2/6/2022,11:20:00,29959
2/6/2022,11:25:00,29982
2/6/2022,11:30:00,29972
2/6/2022,11:35:00,29953
2/6/2022,11:40:00,30042
2/6/2022,11:45:00,30060
2/6/2022,11:50:00,30110
2/6/2022,11:55:00,30239
2/6/2022,12:00:00,30428
2/6/2022,12:05:00,30609
2/6/2022,12:10:00,30555
2/6/2022,12:15:00,30687
2/6/2022,12:20:00,30877
2/6/2022,12:25:00,30942
2/6/2022,12:30:00,30879
2/6/2022,12:35:00,30923
2/6/2022,12:40:00,31114
2/6/2022,12:45:00,31157
2/6/2022,12:50:00,31292
2/6/2022,12:55:00,31329
2/6/2022,13:00:00,31315
2/6/2022,13:05:00,31253
2/6/2022,13:10:00,31137
2/6/2022,13:15:00,31081
2/6/2022,13:20:00,31094
2/6/2022,13:25:00,31234
2/6/2022,13:30:00,31226
2/6/2022,13:35:00,31173
2/6/2022,13:40:00,31018
2/6/2022,13:45:00,30988
2/6/2022,13:50:00,30937
2/6/2022,13:55:00,30962
2/6/2022,14:00:00,31099
2/6/2022,14:05:00,31232
2/6/2022,14:10:00,31242
2/6/2022,14:15:00,31240
2/6/2022,14:20:00,31293
2/6/2022,14:25:00,31410
2/6/2022,14:30:00,31609
2/6/2022,14:35:00,31645
2/6/2022,14:40:00,31679
2/6/2022,14:45:00,31696
2/6/2022,14:50:00,31695
2/6/2022,14:55:00,31733
2/6/2022,15:00:00,31788
2/6/2022,15:05:00,31929
2/6/2022,15:10:00,32018
2/6/2022,15:15:00,31986
2/6/2022,15:20:00,31932
2/6/2022,15:25:00,31926
2/6/2022,15:30:00,31966
2/6/2022,15:35:00,32055
2/6/2022,15:40:00,32339
2/6/2022,15:45:00,32511
2/6/2022,15:50:00,32752
2/6/2022,15:55:00,32956
2/6/2022,16:00:00,33045
2/6/2022,16:05:00,33273
2/6/2022,16:10:00,33464
2/6/2022,16:15:00,33654
2/6/2022,16:20:00,33852
2/6/2022,16:25:00,34003
2/6/2022,16:30:00,34187
2/6/2022,16:35:00,34473
2/6/2022,16:40:00,34693
2/6/2022,16:45:00,34951
2/6/2022,16:50:00,35277
2/6/2022,16:55:00,35803
2/6/2022,17:00:00,36106
2/6/2022,17:05:00,36714
2/6/2022,17:10:00,36867
2/6/2022,17:15:00,37112
2/6/2022,17:20:00,37560
2/6/2022,17:25:00,37955
2/6/2022,17:30:00,38207
2/6/2022,17:35:00,38223
2/6/2022,17:40:00,38250
2/6/2022,17:45:00,38164
2/6/2022,17:50:00,38096
2/6/2022,17:55:00,38167
2/6/2022,18:00:00,37943
2/6/2022,18:05:00,37890
2/6/2022,18:10:00,37831
2/6/2022,18:15:00,37801
2/6/2022,18:20:00,37565
2/6/2022,18:25:00,37455
2/6/2022,18:30:00,37404
2/6/2022,18:35:00,37257
2/6/2022,18:40:00,37015
2/6/2022,18:45:00,36841
2/6/2022,18:50:00,36736
2/6/2022,18:55:00,36469
2/6/2022,19:00:00,36290
2/6/2022,19:05:00,36143
2/6/2022,19:10:00,36294
2/6/2022,19:15:00,35901
2/6/2022,19:20:00,35550
2/6/2022,19:25:00,35277
2/6/2022,19:30:00,35168
2/6/2022,19:35:00,34994
2/6/2022,19:40:00,34864
2/6/2022,19:45:00,34674
2/6/2022,19:50:00,34527
2/6/2022,19:55:00,34348
2/6/2022,20:00:00,34196
2/6/2022,20:05:00,34114
2/6/2022,20:10:00,34068
2/6/2022,20:15:00,33809
2/6/2022,20:20:00,33500
2/6/2022,20:25:00,33307
2/6/2022,20:30:00,33142
2/6/2022,20:35:00,32966
2/6/2022,20:40:00,32869
2/6/2022,20:45:00,32809
2/6/2022,20:50:00,32617
2/6/2022,20:55:00,32504
2/6/2022,21:00:00,32263
2/6/2022,21:05:00,32199
2/6/2022,21:10:00,32006
2/6/2022,21:15:00,31654
2/6/2022,21:20:00,31386
2/6/2022,21:25:00,31130
2/6/2022,21:30:00,31008
2/6/2022,21:35:00,30929
2/6/2022,21:40:00,30775
2/6/2022,21:45:00,30563
2/6/2022,21:50:00,30387
2/6/2022,21:55:00,30364
2/6/2022,22:00:00,30029
2/6/2022,22:05:00,29475
2/6/2022,22:10:00,29323
2/6/2022,22:15:00,29006
2/6/2022,22:20:00,28652
2/6/2022,22:25:00,28444
2/6/2022,22:30:00,28294
2/6/2022,22:35:00,28364
2/6/2022,22:40:00,28439
2/6/2022,22:45:00,28415
2/6/2022,22:50:00,28030
2/6/2022,22:55:00,27689
2/6/2022,23:00:00,27452
2/6/2022,23:05:00,27124
2/6/2022,23:10:00,26989
2/6/2022,23:15:00,26717
2/6/2022,23:20:00,26582
2/6/2022,23:25:00,26527
2/6/2022,23:30:00,26366
2/6/2022,23:35:00,26391
2/6/2022,23:40:00,26317
2/6/2022,23:45:00,26241
2/6/2022,23:50:00,26212
2/6/2022,23:55:00,26142
2/7/2022,0:00:00,26119
2/7/2022,0:05:00,26331
2/7/2022,0:10:00,26428
2/7/2022,0:15:00,26533
2/7/2022,0:20:00,26500
2/7/2022,0:25:00,26582
2/7/2022,0:30:00,26631
2/7/2022,0:35:00,26664
2/7/2022,0:40:00,26725
2/7/2022,0:45:00,26830
2/7/2022,0:50:00,26777
2/7/2022,0:55:00,26720
2/7/2022,1:00:00,26757
2/7/2022,1:05:00,27013
2/7/2022,1:10:00,26898
2/7/2022,1:15:00,26661
